Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Weatherconditions,Type_of_vehicle,Road_traffic_density,multiple_deliveries,Time_taken(min),distance,order_hour,pickup_hour,day_of_week,is_weekend,month
38.0,4.5,18.554382,73.798206,18.634382,73.878206,2022-03-25,Stormy,motorcycle ,Jam ,1.0,30,12.235374461806089,19.0,20,Friday,0,3
39.0,3.7,18.53408,73.89852,18.61408,73.97852,2022-03-25,Windy,motorcycle ,Medium ,1.0,37,12.236050766444205,17.0,17,Friday,0,3
29.0,4.6,22.751234,75.88949,22.781234,75.91949,2022-03-01,Sandstorms,scooter ,Medium ,1.0,20,4.530937734986294,17.0,17,Tuesday,0,3
30.0,4.7,12.981615,80.231598,13.061615,80.311598,2022-03-06,Fog,scooter ,Unknown,1.0,21,12.39510782317501,19.0,20,Sunday,1,3
32.0,4.1,25.450329,81.834279,25.490329,81.874279,2022-02-15,Cloudy,motorcycle ,High ,0.0,34,5.984645918371885,12.0,12,Tuesday,0,2
20.0,4.9,25.459775,81.834841,25.509775,81.884841,2022-02-11,Stormy,motorcycle ,Jam ,1.0,15,7.480411637905928,20.0,20,Friday,0,2
25.0,5.0,13.045479,80.23311,13.075479,80.26311,2022-03-28,Fog,motorcycle ,Jam ,1.0,29,4.647817083193611,20.0,20,Monday,0,3
28.0,4.7,9.988483,76.295211,9.998483,76.305211,2022-02-11,Windy,scooter ,Low ,0.0,17,1.557412506666083,10.0,10,Friday,0,2
39.0,4.1,15.157944,73.950889,15.287944,74.080889,2022-02-12,Sandstorms,electric_scooter ,Jam ,1.0,33,20.049770683193703,21.0,22,Saturday,1,2
27.0,5.0,13.045479,80.23311,13.075479,80.26311,2022-03-13,Sandstorms,motorcycle ,Jam ,0.0,21,4.647817083193611,19.0,20,Sunday,1,3
30.0,4.7,30.899992,75.831338,30.959992,75.891338,2022-02-11,Sandstorms,electric_scooter ,Medium ,0.0,26,8.782604765940716,19.0,17,Friday,0,2
35.0,4.8,12.979096,77.640625,13.059096,77.720625,2022-03-12,Cloudy,motorcycle ,Medium ,1.0,42,12.395167974024298,18.0,19,Saturday,1,3
26.0,4.9,23.359033,85.325347,23.419033,85.385347,2022-03-24,Sandstorms,scooter ,Jam ,1.0,22,9.043032648409891,20.0,21,Thursday,0,3
28.0,4.7,19.176269,72.836721,19.256269,72.916721,2022-03-02,Fog,motorcycle ,Jam ,1.0,35,12.214333869904944,19.0,20,Wednesday,0,3
39.0,4.7,30.332735,78.054222,30.422735,78.144222,2022-02-14,Cloudy,motorcycle ,Low ,0.0,28,13.205332832217223,22.0,22,Monday,0,2
36.0,4.7,11.022477,76.995667,11.062477,77.035667,2022-03-15,Windy,motorcycle ,Medium ,1.0,29,6.219456753001566,15.0,15,Tuesday,0,3
39.0,4.7,21.175104,72.804342,21.215104,72.844342,2022-03-19,Cloudy,motorcycle ,Medium ,1.0,27,6.071634513503006,15.0,16,Saturday,1,3
35.0,4.9,22.745536,75.893106,22.755536,75.903106,2022-03-28,Windy,motorcycle ,High ,1.0,35,1.5103908082386506,11.0,11,Monday,0,3
35.0,4.7,17.451976,78.385883,17.481976,78.415883,2022-03-03,Windy,scooter ,Jam ,1.0,26,4.601965759352708,19.0,19,Thursday,0,3
31.0,4.2,11.022477,76.995667,11.032477,77.005667,2022-04-03,Sandstorms,scooter ,High ,1.0,32,1.55490238236473,11.0,11,Sunday,1,4
21.0,4.9,22.32,73.17,22.45,73.3,2022-03-18,Cloudy,motorcycle ,Jam ,1.0,36,19.65858405722505,20.0,20,Friday,0,3
35.0,4.9,26.913726,75.75282,26.943726,75.78282,2022-03-19,Cloudy,electric_scooter ,Medium ,1.0,18,4.463967267078257,18.0,19,Saturday,1,3
34.0,4.6,12.352058,76.60665,12.412058,76.66665,2022-03-03,Fog,motorcycle ,Jam ,1.0,30,9.307516354290478,21.0,21,Thursday,0,3
29.0,4.1,13.026279,80.174568,13.096279,80.244568,2022-03-04,Sandstorms,motorcycle ,Medium ,0.0,31,10.844889441833946,18.0,18,Friday,0,3
23.0,4.8,18.51421,73.838429,18.52421,73.848429,2022-03-30,Sunny,motorcycle ,Low ,1.0,13,1.5297344883922803,10.0,10,Wednesday,0,3
29.0,4.6,26.902328,75.794257,27.032328,75.924257,2022-03-06,Sunny,scooter ,Jam ,1.0,17,19.34097823426293,19.0,19,Sunday,1,3
24.0,5.0,26.891191,75.802083,26.921191,75.832083,2022-03-09,Windy,motorcycle ,Jam ,1.0,25,4.464354431727876,19.0,19,Wednesday,0,3
22.0,4.6,19.003517,72.82765,19.073517,72.89765,2022-03-02,Windy,electric_scooter ,Medium ,1.0,18,10.692860419649532,17.0,17,Wednesday,0,3
38.0,4.7,22.751234,75.88949,22.771234,75.90949,2022-03-28,Sunny,motorcycle ,Low ,1.0,29,3.0206750082467804,10.0,10,Monday,0,3
29.0,5.0,12.913041,77.683237,12.973041,77.743237,2022-03-17,Fog,motorcycle ,Medium ,1.0,17,9.297734320003553,17.0,17,Thursday,0,3
22.0,5.0,12.978453,77.643685,12.988453,77.653685,2022-03-28,Windy,motorcycle ,Low ,0.0,15,1.5495023088971138,9.0,9,Monday,0,3
21.0,4.9,22.761593,75.886362,22.791593,75.916362,2022-04-05,Cloudy,scooter ,Jam ,0.0,30,4.530782812019987,19.0,19,Tuesday,0,4
25.0,4.9,13.022394,80.242439,13.032394,80.252439,2022-03-09,Sunny,scooter ,Low ,0.0,21,1.549371295243629,10.0,10,Wednesday,0,3
32.0,4.8,12.316967,76.603067,12.386967,76.673067,2022-03-18,Sandstorms,scooter ,Low ,0.0,17,10.85936741861396,23.0,23,Friday,0,3
20.0,4.7,17.430448,78.418213,17.460448,78.448213,2022-03-11,Stormy,motorcycle ,Jam ,1.0,30,4.602219720227634,19.0,19,Friday,0,3
37.0,4.8,22.727021,75.884167,22.737021,75.894167,2022-04-05,Sunny,scooter ,Low ,0.0,10,1.5104830030232963,10.0,11,Tuesday,0,4
29.0,4.6,19.888716,75.321461,19.968716,75.401461,2022-02-16,Cloudy,motorcycle ,Low ,1.0,26,12.18946358784364,22.0,23,Wednesday,0,2
36.0,4.4,17.424114,78.347554,17.474114,78.397554,2022-03-28,Stormy,scooter ,Medium ,2.0,33,7.670294054159628,18.0,18,Monday,0,3
29.0,4.5,12.933298,77.614293,12.993298,77.674293,2022-03-03,Fog,motorcycle ,Low ,0.0,13,9.29737332587202,23.0,23,Thursday,0,3
33.0,4.7,12.337978,76.616792,12.427978,76.706792,2022-03-29,Cloudy,scooter ,Jam ,0.0,38,13.961250521758789,21.0,21,Tuesday,0,3
31.0,4.7,17.430448,78.418213,17.470448,78.458213,2022-04-01,Sunny,motorcycle ,Medium ,1.0,23,6.136214313764269,17.0,17,Friday,0,4
30.0,4.6,18.55144,73.804855,18.60144,73.854855,2022-03-03,Fog,motorcycle ,Jam ,1.0,33,7.647482870843453,19.0,19,Thursday,0,3
38.0,4.9,22.722634,75.886959,22.782634,75.946959,2022-03-01,Cloudy,scooter ,Medium ,1.0,16,9.062281834867486,18.0,18,Tuesday,0,3
35.0,4.9,26.891191,75.802083,26.921191,75.832083,2022-03-28,Fog,scooter ,Medium ,0.0,17,4.464354431727876,17.0,17,Monday,0,3
20.0,4.8,19.1813,72.836191,19.2913,72.946191,2022-03-08,Sandstorms,motorcycle ,Jam ,0.0,21,16.793762074154593,19.0,19,Tuesday,0,3
38.0,4.0,13.029198,77.570997,13.089198,77.630997,2022-03-01,Fog,motorcycle ,Medium ,1.0,33,9.295656989001298,17.0,17,Tuesday,0,3
30.0,4.3,26.921411,75.793604,27.001411,75.873604,2022-03-16,Fog,scooter ,Medium ,0.0,33,11.902413303218284,18.0,18,Wednesday,0,3
27.0,4.9,19.876428,75.364792,19.936428,75.424792,2022-02-11,Fog,motorcycle ,Jam ,0.0,28,9.142690667951356,20.0,20,Friday,0,2
39.0,4.9,11.022477,76.995667,11.082477,77.055667,2022-03-30,Sunny,motorcycle ,Medium ,0.0,28,9.329032119519944,18.0,18,Wednesday,0,3
35.0,4.2,30.895204,75.822103,30.935204,75.862103,2022-02-15,Cloudy,motorcycle ,Medium ,1.0,31,5.855446365340534,16.0,16,Tuesday,0,2
32.0,5.0,26.88842,75.800689,26.89842,75.810689,2022-03-01,Stormy,scooter ,High ,1.0,27,1.4881912567305338,11.0,12,Tuesday,0,3
31.0,4.0,23.371292,85.327872,23.461292,85.417872,2022-03-08,Sunny,motorcycle ,Medium ,1.0,34,13.563296444846625,18.0,18,Tuesday,0,3
32.0,4.7,13.086438,80.220672,13.176438,80.310672,2022-03-23,Windy,scooter ,Low ,1.0,15,13.941533701364968,22.0,22,Wednesday,0,3
29.0,4.9,30.885814,75.786976,30.935814,75.836976,2022-02-17,Stormy,motorcycle ,Low ,0.0,10,7.319447506612484,23.0,0,Thursday,0,2
34.0,4.7,22.753839,75.897429,22.803839,75.947429,2022-03-28,Stormy,motorcycle ,Jam ,1.0,33,7.551248572683064,21.0,21,Monday,0,3
37.0,4.6,26.892312,75.806896,26.962312,75.876896,2022-03-16,Fog,motorcycle ,Jam ,1.0,45,10.415979862923049,20.0,20,Wednesday,0,3
36.0,3.5,18.520016,73.830547,18.610016,73.920547,2022-04-02,Stormy,motorcycle ,Jam ,1.0,34,13.76589635237766,20.0,20,Saturday,1,4
32.0,4.6,23.374878,85.335739,23.434878,85.395739,2022-03-03,Stormy,motorcycle ,Medium ,0.0,28,9.042547607822383,17.0,17,Thursday,0,3
21.0,4.8,23.359194,85.325447,23.489194,85.455447,2022-03-29,Sandstorms,electric_scooter ,Jam ,0.0,17,19.59090194034308,19.0,20,Tuesday,0,3
37.0,5.0,17.458998,78.500366,17.478998,78.520366,2022-03-28,Windy,scooter ,High ,1.0,33,3.067961273728764,11.0,11,Monday,0,3
34.0,4.0,17.411028,78.329645,17.491028,78.409645,2022-03-12,Sandstorms,motorcycle ,Jam ,1.0,44,12.272409898050832,20.0,20,Saturday,1,3
28.0,4.9,26.902328,75.794257,26.982328,75.874257,2022-04-06,Stormy,scooter ,Jam ,1.0,25,11.903288478122647,21.0,21,Wednesday,0,4
33.0,4.9,18.546258,73.904337,18.566258,73.924337,2022-04-03,Cloudy,scooter ,Low ,0.0,15,3.059161133141076,9.0,9,Sunday,1,4
32.0,4.8,17.451976,78.385883,17.481976,78.415883,2022-04-05,Sandstorms,motorcycle ,Jam ,1.0,29,4.601965759352708,20.0,20,Tuesday,0,4
32.0,4.7,22.751234,75.88949,22.861234,75.99949,2022-04-04,Fog,motorcycle ,Medium ,0.0,36,16.611241863997247,17.0,17,Monday,0,4
35.0,4.6,22.310237,73.158921,22.440237,73.288921,2022-03-16,Sunny,motorcycle ,Medium ,1.0,30,19.659207388740818,19.0,19,Wednesday,0,3
37.0,4.8,23.359194,85.325447,23.389194,85.355447,2022-03-15,Sunny,motorcycle ,Low ,1.0,28,4.521743441360153,23.0,23,Tuesday,0,3
31.0,4.9,12.297954,76.665169,12.377954,76.745169,2022-03-02,Fog,scooter ,Jam ,2.0,37,12.411023439149888,20.0,21,Wednesday,0,3
21.0,4.8,19.875337,75.316722,19.935337,75.376722,2022-02-11,Sandstorms,scooter ,Jam ,1.0,22,9.142719667827842,21.0,21,Friday,0,2
36.0,4.9,12.978453,77.643685,13.108453,77.773685,2022-03-27,Sandstorms,motorcycle ,Low ,1.0,26,20.141200508759606,23.0,0,Sunday,1,3
27.0,3.7,21.157735,72.768778,21.177735,72.788778,2022-03-26,Sunny,motorcycle ,High ,2.0,47,3.036073524369065,11.0,11,Saturday,1,3
20.0,4.6,11.010375,76.95295,11.120375,77.06295,2022-04-04,Cloudy,motorcycle ,Jam ,1.0,37,17.10286266166346,20.0,20,Monday,0,4
32.0,4.8,11.001753,76.986241,11.051753,77.036241,2022-03-07,Stormy,electric_scooter ,Low ,1.0,21,7.774520987326119,23.0,23,Monday,0,3
36.0,4.7,13.027018,80.254791,13.097018,80.324791,2022-03-12,Sunny,motorcycle ,Medium ,1.0,38,10.844873954336268,18.0,18,Saturday,1,3
27.0,4.6,22.727021,75.884167,22.837021,75.994167,2022-04-06,Sandstorms,electric_scooter ,Low ,0.0,12,16.612570757543295,22.0,22,Wednesday,0,4
26.0,4.7,12.352058,76.60665,12.462058,76.71665,2022-04-04,Sandstorms,electric_scooter ,Jam ,0.0,16,17.062995952155894,21.0,21,Monday,0,4
20.0,4.7,18.636215,73.751081,18.746215,73.861081,2022-03-31,Sandstorms,motorcycle ,Low ,0.0,11,16.81919099677655,22.0,23,Thursday,0,3
37.0,4.5,12.337978,76.616792,12.347978,76.626792,2022-04-05,Stormy,motorcycle ,Low ,0.0,29,1.5513637566677203,8.0,8,Tuesday,0,4
24.0,4.9,18.56245,73.916619,18.57245,73.926619,2022-03-01,Windy,motorcycle ,Low ,0.0,18,1.5295340177411298,8.0,8,Tuesday,0,3
36.0,4.1,22.695207,75.866059,22.705207,75.876059,2022-03-07,Windy,motorcycle ,Low ,0.0,21,1.5106412690370932,9.0,9,Monday,0,3
28.0,4.5,12.975377,77.696664,12.995377,77.716664,2022-03-24,Stormy,motorcycle ,Low ,1.0,19,3.0989931555416463,9.0,9,Thursday,0,3
23.0,4.8,19.103249,72.846749,19.163249,72.906749,2022-03-03,Windy,motorcycle ,Medium ,1.0,26,9.16288441574708,17.0,17,Thursday,0,3
27.0,4.6,19.207222,72.972281,19.287222,73.052281,2022-04-06,Cloudy,motorcycle ,Low ,0.0,24,12.213270282424675,22.0,22,Wednesday,0,4
24.0,4.9,21.149669,72.772629,21.279669,72.902629,2022-03-23,Cloudy,motorcycle ,Low ,1.0,21,19.73161759397837,23.0,0,Wednesday,0,3
28.0,5.0,22.727021,75.884167,22.787021,75.944167,2022-03-09,Windy,motorcycle ,Low ,1.0,11,9.06215069827532,23.0,23,Wednesday,0,3
26.0,5.0,26.849596,75.800512,26.879596,75.830512,2022-03-11,Stormy,motorcycle ,Jam ,1.0,35,4.46506838102404,19.0,19,Friday,0,3
36.0,4.6,17.451976,78.385883,17.481976,78.415883,2022-03-09,Fog,motorcycle ,Jam ,1.0,31,4.601965759352708,22.0,22,Wednesday,0,3
36.0,4.4,19.003517,72.82765,19.043517,72.86765,2022-03-03,Stormy,scooter ,Medium ,1.0,31,6.110461409424714,16.0,16,Thursday,0,3
33.0,4.9,22.32,73.17,22.39,73.24,2022-03-14,Sandstorms,motorcycle ,Low ,1.0,27,10.586423596984105,22.0,22,Monday,0,3
39.0,4.8,22.695207,75.866059,22.715207,75.886059,2022-03-01,Cloudy,motorcycle ,Low ,0.0,15,3.021232807221782,9.0,9,Tuesday,0,3
30.0,4.7,12.934365,77.616155,12.944365,77.626155,2022-03-28,Sandstorms,motorcycle ,High ,1.0,27,1.549633335144268,11.0,11,Monday,0,3
28.0,4.6,22.744648,75.894377,22.764648,75.914377,2022-03-19,Sunny,scooter ,High ,0.0,18,3.0207406390394977,12.0,12,Saturday,1,3
24.0,4.8,30.893244,75.821817,31.033244,75.961817,2022-02-14,Fog,scooter ,Low ,1.0,26,20.489776592999597,22.0,22,Monday,0,2
39.0,4.5,13.066762,80.251865,13.196762,80.381865,2022-03-23,Windy,motorcycle ,Low ,1.0,25,20.13775691483711,23.0,23,Wednesday,0,3
26.0,4.7,19.176269,72.836721,19.206269,72.866721,2022-03-15,Sandstorms,motorcycle ,Jam ,1.0,26,4.580697136311829,21.0,21,Tuesday,0,3
27.0,5.0,12.970221,77.645396,13.010221,77.685396,2022-03-19,Sandstorms,electric_scooter ,High ,1.0,27,6.197928559983297,12.0,12,Saturday,1,3
33.0,4.8,22.751857,75.866699,22.861857,75.976699,2022-03-27,Sunny,scooter ,Jam ,0.0,18,16.61120765560223,21.0,21,Sunday,1,3
34.0,4.2,11.000762,76.981876,11.030762,77.011876,2022-04-01,Windy,motorcycle ,Jam ,1.0,46,4.664796466065146,21.0,22,Friday,0,4
29.0,4.8,13.058616,80.264151,13.168616,80.374151,2022-04-04,Cloudy,scooter ,Jam ,1.0,39,17.040241344664327,19.0,19,Monday,0,4
31.0,5.0,11.022477,76.995667,11.052477,77.025667,2022-03-28,Sandstorms,motorcycle ,Jam ,1.0,32,4.664630782215899,20.0,20,Monday,0,3
32.0,3.7,22.32,73.17,22.41,73.26,2022-03-23,Fog,scooter ,Low ,1.0,35,13.610673965426368,23.0,23,Wednesday,0,3
26.0,4.9,27.161694,78.034714,27.181694,78.054714,2022-02-17,Fog,motorcycle ,High ,1.0,27,2.973184416060749,11.0,11,Thursday,0,2
30.0,4.7,12.304569,76.643622,12.314569,76.653622,2022-03-26,Stormy,scooter ,Low ,1.0,29,1.5514583744992787,19.0,9,Saturday,1,3
20.0,4.8,26.846156,75.8023,26.986156,75.9423,2022-03-23,Windy,scooter ,Jam ,1.0,29,20.83285088576677,21.0,21,Wednesday,0,3
23.0,4.6,22.311358,73.164798,22.381358,73.234798,2022-03-29,Stormy,scooter ,Jam ,1.0,24,10.586720360323753,20.0,20,Tuesday,0,3
27.0,5.0,26.902328,75.794257,26.912328,75.804257,2022-03-30,Sunny,motorcycle ,Low ,1.0,17,1.488111647728737,9.0,9,Wednesday,0,3
25.0,4.9,12.323194,76.630583,12.343194,76.650583,2022-03-11,Windy,scooter ,Low ,1.0,12,3.102782976271217,9.0,9,Friday,0,3
39.0,4.8,13.022394,80.242439,13.152394,80.372439,2022-03-25,Sandstorms,motorcycle ,Low ,1.0,29,20.139489814110597,23.0,23,Friday,0,3
21.0,4.9,11.022298,76.998349,11.042298,77.018349,2022-04-05,Sandstorms,scooter ,Low ,1.0,15,3.109780228519287,9.0,10,Tuesday,0,4
30.0,4.5,21.160522,72.771477,21.230522,72.841477,2022-03-27,Stormy,electric_scooter ,Jam ,1.0,37,10.625346368622562,20.0,20,Sunday,1,3
24.0,4.7,22.547186,88.35068,22.597185,88.40068,2022-02-13,Sandstorms,scooter ,Jam ,0.0,13,7.556299748327032,21.0,22,Sunday,1,2
39.0,4.6,18.554382,73.798206,18.594382,73.838206,2022-04-05,Stormy,motorcycle ,High ,0.0,34,6.118020607368754,12.0,12,Tuesday,0,4
28.0,4.8,17.431477,78.40035,17.501477,78.47035,2022-03-29,Fog,scooter ,Low ,1.0,29,10.737933491387624,23.0,23,Tuesday,0,3
28.0,4.8,17.45971,78.368855,17.58971,78.498855,2022-04-06,Sunny,motorcycle ,Jam ,1.0,15,19.93889148289046,20.0,20,Wednesday,0,4
35.0,5.0,12.311072,76.654878,12.341072,76.684878,2022-03-03,Sandstorms,motorcycle ,Jam ,1.0,48,4.654234974134329,20.0,20,Thursday,0,3
25.0,4.9,22.74806,75.8934,22.83806,75.9834,2022-03-06,Fog,motorcycle ,Low ,0.0,21,13.591608297249032,23.0,0,Sunday,1,3
25.0,4.4,17.410371,78.437225,17.470371,78.497225,2022-03-26,Windy,motorcycle ,Low ,0.0,15,9.204558934599383,22.0,22,Saturday,1,3
36.0,4.8,30.899992,75.831338,30.909992,75.841338,2022-02-15,Stormy,motorcycle ,Low ,1.0,27,1.4639265772791474,8.0,8,Tuesday,0,2
21.0,4.6,26.913726,75.75282,26.973726,75.812821,2022-04-03,Stormy,motorcycle ,Medium ,0.0,22,8.927484839963503,17.0,17,Sunday,1,4
26.0,4.5,13.054347,80.257221,13.064347,80.267221,2022-03-17,Fog,motorcycle ,Low ,0.0,12,1.5492757589011077,8.0,8,Thursday,0,3
25.0,4.5,23.357804,85.325146,23.467804,85.435146,2022-03-16,Sunny,motorcycle ,Medium ,0.0,23,16.577557538844168,17.0,17,Wednesday,0,3
22.0,3.7,12.933298,77.614293,12.973298,77.654293,2022-03-07,Sunny,motorcycle ,High ,0.0,43,6.198367825068356,15.0,15,Monday,0,3
37.0,4.1,26.482419,80.320939,26.612419,80.450939,2022-02-16,Windy,motorcycle ,Medium ,1.0,35,19.37209175779916,17.0,17,Wednesday,0,2
33.0,3.9,22.695207,75.866059,22.825207,75.996059,2022-03-16,Sandstorms,motorcycle ,Jam ,0.0,42,19.63445092983647,21.0,21,Wednesday,0,3
22.0,4.5,26.911378,75.789034,26.961378,75.839034,2022-03-28,Cloudy,motorcycle ,Low ,1.0,20,7.439726105442683,22.0,22,Monday,0,3
37.0,4.5,21.160522,72.771477,21.290522,72.901477,2022-03-20,Windy,motorcycle ,Medium ,1.0,21,19.730956081865795,18.0,18,Sunday,1,3
22.0,4.5,17.41233,78.449654,17.45233,78.489654,2022-03-15,Cloudy,scooter ,Medium ,0.0,14,6.1364990696195605,16.0,16,Tuesday,0,3
30.0,4.7,12.352058,76.60665,12.402058,76.65665,2022-04-03,Fog,scooter ,Unknown,0.0,27,7.756334787417965,19.0,19,Sunday,1,4
23.0,4.5,26.474986,80.342796,26.564986,80.432796,2022-02-14,Windy,scooter ,Medium ,0.0,21,13.412847257816749,17.0,17,Monday,0,2
28.0,4.9,13.054347,80.257221,13.184347,80.387221,2022-03-25,Sunny,motorcycle ,Jam ,1.0,19,20.13824237750315,22.0,22,Friday,0,3
28.0,4.8,12.98041,77.640489,13.06041,77.720489,2022-03-10,Fog,motorcycle ,Jam ,1.0,40,12.395136598591078,19.0,19,Thursday,0,3
20.0,4.9,12.326356,76.619103,12.396356,76.689103,2022-03-25,Sunny,scooter ,Medium ,1.0,10,10.859180843022225,18.0,19,Friday,0,3
24.0,4.0,19.1093,72.825451,19.1493,72.865451,2022-03-19,Fog,scooter ,High ,1.0,31,6.108657243547514,12.0,12,Saturday,1,3
39.0,4.6,11.000762,76.981876,11.030762,77.011876,2022-03-24,Cloudy,motorcycle ,Jam ,1.0,28,4.664796466065146,20.0,20,Thursday,0,3
24.0,4.6,22.695207,75.866059,22.785207,75.956059,2022-03-29,Cloudy,scooter ,Medium ,2.0,38,13.593979183831362,18.0,18,Tuesday,0,3
32.0,4.7,19.207222,72.972281,19.247222,73.012281,2022-03-30,Fog,motorcycle ,High ,0.0,33,6.106979099411326,13.0,13,Wednesday,0,3
28.0,4.5,21.175975,72.795503,21.205975,72.825503,2022-03-11,Sandstorms,electric_scooter ,Jam ,1.0,27,4.553783927401381,20.0,20,Friday,0,3
26.0,4.9,11.001852,76.976268,11.021852,76.996268,2022-03-07,Fog,motorcycle ,High ,0.0,27,3.109884187956252,11.0,11,Monday,0,3
24.0,4.8,12.297954,76.665169,12.327954,76.695169,2022-03-26,Sunny,scooter ,Low ,1.0,23,4.654346370086994,23.0,23,Saturday,1,3
29.0,5.0,21.186608,72.794136,21.266608,72.874136,2022-03-14,Cloudy,motorcycle ,Jam ,2.0,34,12.142087258477051,19.0,19,Monday,0,3
23.0,4.8,26.911927,75.797282,27.051927,75.937282,2022-04-02,Windy,scooter ,Medium ,0.0,29,20.82757269749616,17.0,17,Saturday,1,4
30.0,4.5,22.311358,73.164798,22.441358,73.294798,2022-03-18,Sandstorms,motorcycle ,Low ,1.0,23,19.659135828969667,22.0,22,Friday,0,3
21.0,4.6,26.849596,75.800512,26.929596,75.880512,2022-03-04,Sunny,scooter ,Jam ,0.0,23,11.905704284153522,19.0,19,Friday,0,3
34.0,4.9,18.530963,73.828972,18.550963,73.848972,2022-03-17,Sunny,scooter ,Low ,1.0,12,3.059288288728302,9.0,9,Thursday,0,3
21.0,4.6,19.103249,72.846749,19.123249,72.866749,2022-04-01,Windy,motorcycle ,High ,1.0,23,3.054465822227318,11.0,11,Friday,0,4
22.0,4.6,17.431477,78.40035,17.561477,78.53035,2022-03-12,Stormy,scooter ,Jam ,1.0,28,19.94033887231402,21.0,21,Saturday,1,3
30.0,4.0,13.064181,80.236442,13.074181,80.246442,2022-03-30,Stormy,motorcycle ,Low ,1.0,32,1.54924631116194,10.0,10,Wednesday,0,3
39.0,4.1,27.163303,78.057044,27.273303,78.167044,2022-02-16,Cloudy,scooter ,Jam ,1.0,47,16.34955200688676,21.0,21,Wednesday,0,2
23.0,4.8,22.74806,75.8934,22.78806,75.9334,2022-04-05,Fog,motorcycle ,Medium ,0.0,23,6.041213866595019,16.0,17,Tuesday,0,4
32.0,4.7,11.003681,76.975525,11.053681,77.025525,2022-03-09,Stormy,electric_scooter ,Medium ,0.0,32,7.7744964674614065,17.0,18,Wednesday,0,3
28.0,4.6,12.972532,77.608179,13.062532,77.698179,2022-03-14,Sunny,motorcycle ,Jam ,1.0,18,13.944605804275888,20.0,20,Monday,0,3
22.0,4.9,21.17106,72.789292,21.20106,72.819292,2022-03-17,Sunny,scooter ,Low ,0.0,18,4.5538529705030415,23.0,23,Thursday,0,3
34.0,4.9,15.49395,73.827423,15.52395,73.857423,2022-02-11,Cloudy,motorcycle ,Medium ,1.0,34,4.6238741278587145,18.0,19,Friday,0,2
34.0,4.9,23.39925,85.390464,23.47925,85.470464,2022-03-31,Sunny,scooter ,Jam ,0.0,21,12.05532561995632,20.0,20,Thursday,0,3
33.0,5.0,19.131141,72.813074,19.181141,72.863074,2022-03-17,Windy,electric_scooter ,Low ,1.0,23,7.63524746969695,22.0,22,Thursday,0,3
35.0,4.9,26.910262,75.783013,27.040262,75.913013,2022-03-06,Fog,scooter ,Low ,1.0,27,19.34038661435849,22.0,22,Sunday,1,3
36.0,4.7,19.091458,72.827808,19.161458,72.897808,2022-03-04,Cloudy,scooter ,Jam ,1.0,44,10.69023490025587,21.0,22,Friday,0,3
38.0,4.5,12.935662,77.61413,12.945662,77.62413,2022-04-05,Fog,motorcycle ,Low ,1.0,20,1.549629486646845,9.0,9,Tuesday,0,4
35.0,4.6,18.593481,73.785901,18.633481,73.825901,2022-03-21,Fog,motorcycle ,High ,0.0,27,6.117369061558013,13.0,13,Monday,0,3
24.0,4.6,26.911927,75.797282,26.971927,75.857282,2022-04-01,Stormy,motorcycle ,Medium ,1.0,28,8.927480425054231,18.0,18,Friday,0,4
20.0,4.7,23.416792,85.316842,23.486792,85.386842,2022-03-12,Fog,electric_scooter ,Low ,1.0,28,10.54796136573478,23.0,23,Saturday,1,3
20.0,4.2,22.760072,75.892574,22.850072,75.982574,2022-03-25,Fog,scooter ,Jam ,1.0,38,13.591068802313822,19.0,19,Friday,0,3
26.0,4.9,18.569156,73.774723,18.619156,73.824723,2022-03-30,Cloudy,motorcycle ,Jam ,0.0,26,7.647114002189679,19.0,19,Wednesday,0,3
35.0,4.8,23.211529,77.419399,23.271529,77.479399,2022-02-15,Fog,scooter ,Low ,1.0,19,9.047534562733018,23.0,23,Tuesday,0,2
21.0,4.2,18.543626,73.905101,18.623626,73.985101,2022-03-18,Windy,motorcycle ,Jam ,1.0,37,12.235732851647132,22.0,22,Friday,0,3
30.0,4.9,30.893244,75.821817,30.983244,75.911817,2022-02-16,Sandstorms,scooter ,Medium ,1.0,27,13.173433720950287,17.0,17,Wednesday,0,2
21.0,4.5,11.022477,76.995667,11.072477,77.045667,2022-03-28,Windy,motorcycle ,Jam ,0.0,28,7.774257206554072,19.0,19,Monday,0,3
31.0,4.6,21.186608,72.794136,21.276608,72.884136,2022-03-10,Stormy,motorcycle ,Jam ,0.0,53,13.659636883890228,20.0,20,Thursday,0,3
27.0,5.0,12.310972,76.659264,12.400972,76.749264,2022-04-04,Sandstorms,motorcycle ,Medium ,1.0,33,13.961941195387306,18.0,19,Monday,0,4
29.0,3.5,27.161694,78.034714,27.301694,78.174714,2022-02-12,Sunny,motorcycle ,Low ,0.0,41,20.807435635384195,23.0,23,Saturday,1,2
33.0,4.8,19.1813,72.836191,19.2213,72.876191,2022-03-26,Sunny,motorcycle ,High ,1.0,19,6.107424091719353,13.0,13,Saturday,1,3
26.0,4.7,26.913987,75.752891,27.043987,75.882891,2022-03-02,Windy,motorcycle ,Jam ,1.0,25,19.340108802092303,19.0,19,Wednesday,0,3
